timestamp,session_id,module,event_type,severity,error_code,message
2026-08-01T07:20:45.399000,1150df75,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T07:20:45.500000,1150df75,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T07:21:58.674000,198debdf,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T07:21:59.191000,198debdf,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T07:21:59.377000,198debdf,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T07:21:59.902000,198debdf,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T07:23:27.561000,db387258,navigation,gps_search,INFO,,navigation gps search
2026-08-01T07:23:27.935000,db387258,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T07:23:28.438000,db387258,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T07:24:48.924000,f6e57241,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T07:24:49.535000,f6e57241,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T07:24:50.041000,f6e57241,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T07:26:46.577000,6561610b,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T07:26:47.087000,6561610b,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T07:26:47.402000,6561610b,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T07:26:47.705000,6561610b,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T07:28:37.288000,39ce6d83,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T07:28:37.834000,39ce6d83,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T07:28:38.525000,39ce6d83,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T07:29:11.305000,2151ef15,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:29:11.647000,2151ef15,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T07:29:11.937000,2151ef15,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T07:29:12.265000,2151ef15,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T07:29:56.397000,183c9a44,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:29:56.588000,183c9a44,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T07:29:56.792000,183c9a44,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T07:29:57.078000,183c9a44,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T07:30:48.552000,fc1f1fc2,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T07:30:49.486000,fc1f1fc2,voice_assistant,error,ERROR,E-VA-201,Voice assistant failed to reach cloud NLU endpoint
2026-08-01T07:30:51.689000,fc1f1fc2,voice_assistant,reconnect,WARN,,voice_assistant attempting reconnect after error E-VA-201
2026-08-01T07:31:01.137000,1ae52063,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T07:31:01.785000,1ae52063,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T07:31:02.547000,1ae52063,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T07:31:02.617000,1ae52063,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T07:32:53.673000,02c7b4a6,navigation,gps_search,INFO,,navigation gps search
2026-08-01T07:32:54.083000,02c7b4a6,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T07:32:54.438000,02c7b4a6,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T07:34:32.917000,e851d5f8,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T07:34:33.518000,e851d5f8,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T07:34:34.127000,e851d5f8,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T07:34:34.794000,e851d5f8,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T07:36:31.123000,03cd620e,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T07:36:31.619000,03cd620e,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T07:36:32.166000,03cd620e,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T07:36:32.245000,03cd620e,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T07:37:23.709000,37c57282,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:37:24.500000,37c57282,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T07:37:24.719000,37c57282,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T07:37:25.247000,37c57282,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T07:39:24.843000,1947da76,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T07:39:24.920000,1947da76,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T07:39:25.373000,1947da76,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T07:39:26.029000,1947da76,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T07:40:40.551000,cb8b749e,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T07:40:41.023000,cb8b749e,voice_assistant,error,ERROR,E-VA-201,Voice assistant failed to reach cloud NLU endpoint
2026-08-01T07:40:42.863000,cb8b749e,voice_assistant,reconnect,WARN,,voice_assistant attempting reconnect after error E-VA-201
2026-08-01T07:41:12.301000,5dc95363,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T07:41:12.635000,5dc95363,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T07:41:13.116000,5dc95363,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T07:41:13.424000,5dc95363,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T07:43:02.026000,67a88775,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T07:43:02.129000,67a88775,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T07:43:02.537000,67a88775,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T07:43:02.816000,67a88775,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T07:44:28.533000,9a432af4,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T07:44:28.624000,9a432af4,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T07:44:28.705000,9a432af4,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T07:44:29.008000,9a432af4,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T07:44:56.302000,3e5ae260,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T07:44:56.481000,3e5ae260,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T07:44:57.015000,3e5ae260,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T07:44:57.750000,3e5ae260,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T07:45:14.276000,721c82f4,navigation,gps_search,INFO,,navigation gps search
2026-08-01T07:45:15.042000,721c82f4,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T07:45:15.354000,721c82f4,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T07:46:55.722000,f7553e6d,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:46:55.882000,f7553e6d,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T07:46:57.167000,f7553e6d,infotainment_boot,error,ERROR,E-BOOT-050,Infotainment head unit boot exceeded 5s watchdog limit
2026-08-01T07:48:12.601000,89999868,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T07:48:13.057000,89999868,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T07:48:13.839000,89999868,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T07:48:41.531000,677c3a2f,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T07:48:41.829000,677c3a2f,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T07:48:41.983000,677c3a2f,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T07:48:42.746000,677c3a2f,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T07:50:23.410000,e77ffe8c,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:50:23.583000,e77ffe8c,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T07:50:24.212000,e77ffe8c,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T07:50:24.304000,e77ffe8c,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T07:51:10.733000,813f5c56,navigation,gps_search,INFO,,navigation gps search
2026-08-01T07:51:10.853000,813f5c56,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T07:51:11.421000,813f5c56,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T07:52:35.579000,d6d3f8de,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:52:36.072000,d6d3f8de,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T07:52:36.492000,d6d3f8de,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T07:52:37.192000,d6d3f8de,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T07:52:38.233000,d6d3f8de,infotainment_boot,error,ERROR,E-BOOT-092,Display controller failed self-test on boot
2026-08-01T07:52:40.870000,d6d3f8de,infotainment_boot,reconnect,WARN,,infotainment_boot attempting reconnect after error E-BOOT-092
2026-08-01T07:54:06.471000,95a70756,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:54:07.016000,95a70756,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T07:54:07.542000,95a70756,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T07:54:08.038000,95a70756,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T07:55:55.418000,59e997f8,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T07:55:55.719000,59e997f8,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T07:55:55.857000,59e997f8,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T07:56:33.382000,a45f3307,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T07:56:34.015000,a45f3307,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T07:56:34.689000,a45f3307,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T07:56:35.423000,a45f3307,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T07:57:25.972000,d7214464,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:57:26.239000,d7214464,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T07:57:27.065000,d7214464,infotainment_boot,error,ERROR,E-BOOT-092,Display controller failed self-test on boot
2026-08-01T07:57:30.006000,d7214464,infotainment_boot,reconnect,WARN,,infotainment_boot attempting reconnect after error E-BOOT-092
2026-08-01T07:59:01.585000,4b044ad7,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T07:59:01.830000,4b044ad7,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T07:59:01.967000,4b044ad7,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T07:59:02.264000,4b044ad7,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T08:00:36.560000,72b9652e,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T08:00:37.317000,72b9652e,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T08:00:37.854000,72b9652e,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T08:00:38.565000,72b9652e,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T08:02:11.632000,b28e041b,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T08:02:11.777000,b28e041b,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T08:02:12.128000,b28e041b,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T08:02:12.404000,b28e041b,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T08:03:06.133000,61d17ec7,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T08:03:06.778000,61d17ec7,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T08:03:07.205000,61d17ec7,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T08:04:09.690000,c12b4013,navigation,gps_search,INFO,,navigation gps search
2026-08-01T08:04:10.303000,c12b4013,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T08:04:10.691000,c12b4013,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T08:04:58.054000,afd0ebbd,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T08:04:58.361000,afd0ebbd,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T08:04:58.647000,afd0ebbd,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T08:05:15.819000,5177eebf,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T08:05:16.417000,5177eebf,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T08:05:17.173000,5177eebf,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T08:05:42.718000,8783cb25,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T08:05:43.051000,8783cb25,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T08:05:43.842000,8783cb25,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T08:05:44.495000,8783cb25,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T08:07:23.647000,e1910a3c,navigation,gps_search,INFO,,navigation gps search
2026-08-01T08:07:23.895000,e1910a3c,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T08:07:24.248000,e1910a3c,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T08:07:55.578000,dbef6967,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T08:07:55.674000,dbef6967,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T08:07:55.885000,dbef6967,infotainment_boot,error,ERROR,E-BOOT-050,Infotainment head unit boot exceeded 30s watchdog limit
2026-08-01T08:07:56.902000,dbef6967,infotainment_boot,reconnect,WARN,,infotainment_boot attempting reconnect after error E-BOOT-050
2026-08-01T08:09:20.432000,8d76530f,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T08:09:20.972000,8d76530f,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T08:09:21.473000,8d76530f,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T08:09:22.270000,8d76530f,cloud_sync,error,ERROR,E-CLOUD-410,Cloud sync rejected: authentication token expired
2026-08-01T08:09:56.823000,2c326141,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T08:09:56.948000,2c326141,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T08:09:57.588000,2c326141,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T08:09:58.282000,2c326141,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T08:09:58.491000,2c326141,cloud_sync,error,ERROR,E-CLOUD-410,Cloud sync rejected: authentication token expired
2026-08-01T08:10:01.296000,2c326141,cloud_sync,reconnect,WARN,,cloud_sync attempting reconnect after error E-CLOUD-410
2026-08-01T08:10:41.467000,0b5e104d,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T08:10:42.088000,0b5e104d,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T08:10:42.564000,0b5e104d,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T08:10:43.234000,0b5e104d,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T08:12:01.819000,57da37f0,navigation,gps_search,INFO,,navigation gps search
2026-08-01T08:12:02.258000,57da37f0,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T08:12:02.769000,57da37f0,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T08:14:01.421000,f76f6d13,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T08:14:01.910000,f76f6d13,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T08:14:02.272000,f76f6d13,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T08:14:02.904000,f76f6d13,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T08:15:24.055000,d69255d8,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T08:15:24.317000,d69255d8,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T08:15:25.007000,d69255d8,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T08:15:25.273000,d69255d8,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T08:16:00.888000,c583dabd,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T08:16:01.141000,c583dabd,voice_assistant,error,ERROR,E-VA-201,Voice assistant failed to reach cloud NLU endpoint
2026-08-01T08:16:03.486000,c583dabd,voice_assistant,reconnect,WARN,,voice_assistant attempting reconnect after error E-VA-201
2026-08-01T08:17:33.569000,4641c105,navigation,gps_search,INFO,,navigation gps search
2026-08-01T08:17:33.856000,4641c105,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T08:17:34.201000,4641c105,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T08:19:06.715000,1b654f66,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T08:19:06.837000,1b654f66,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T08:19:07.590000,1b654f66,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T08:19:07.879000,1b654f66,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T08:21:08.569000,ea202e41,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T08:21:09.222000,ea202e41,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T08:21:09.949000,ea202e41,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T08:21:10.201000,ea202e41,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T08:22:06.914000,9dd75a08,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T08:22:07.116000,9dd75a08,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T08:22:07.438000,9dd75a08,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T08:22:07.633000,9dd75a08,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T08:22:19.132000,f4a4e584,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T08:22:19.309000,f4a4e584,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T08:22:19.838000,f4a4e584,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T08:22:20.560000,f4a4e584,bluetooth,error,ERROR,E-BT-207,Bluetooth signal lost during active session
2026-08-01T08:23:26.692000,15c07784,navigation,gps_search,INFO,,navigation gps search
2026-08-01T08:23:27.354000,15c07784,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T08:23:27.444000,15c07784,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T08:25:23.112000,96c220cf,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T08:25:23.418000,96c220cf,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T08:25:23.494000,96c220cf,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T08:25:23.637000,96c220cf,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T08:25:55.276000,f07d18db,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T08:25:55.927000,f07d18db,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T08:25:55.998000,f07d18db,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T08:27:35.638000,834265f8,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T08:27:35.729000,834265f8,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T08:27:35.958000,834265f8,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T08:28:38.292000,de161869,navigation,gps_search,INFO,,navigation gps search
2026-08-01T08:28:38.527000,de161869,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T08:28:39.176000,de161869,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T08:29:36.319000,26088563,voice_assistant,wake_word_detected,INFO,,voice_assistant wake word detected
2026-08-01T08:29:36.850000,26088563,voice_assistant,cloud_request_sent,INFO,,voice_assistant cloud request sent
2026-08-01T08:29:37.256000,26088563,voice_assistant,response_received,INFO,,voice_assistant response received
2026-08-01T08:30:31.413000,d59e2337,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T08:30:31.627000,d59e2337,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T08:30:32.014000,d59e2337,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T08:30:32.485000,d59e2337,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T08:32:02.945000,a75bbbd2,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T08:32:03.558000,a75bbbd2,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T08:32:03.645000,a75bbbd2,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T08:32:04.160000,a75bbbd2,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T08:32:17.328000,cfd41a1a,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T08:32:17.791000,cfd41a1a,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T08:32:18.367000,cfd41a1a,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T08:32:18.418000,cfd41a1a,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T08:33:44.523000,f7264fca,navigation,gps_search,INFO,,navigation gps search
2026-08-01T08:33:44.765000,f7264fca,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T08:33:45.345000,f7264fca,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T08:34:34.035000,90d903d2,navigation,gps_search,INFO,,navigation gps search
2026-08-01T08:34:34.537000,90d903d2,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T08:34:34.639000,90d903d2,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T08:35:02.983000,b23d233d,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T08:35:03.481000,b23d233d,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T08:35:04.246000,b23d233d,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T08:35:04.792000,b23d233d,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T08:35:22.465000,8ed1f7f7,bluetooth,connect_attempt,INFO,,bluetooth connect attempt
2026-08-01T08:35:22.760000,8ed1f7f7,bluetooth,handshake,INFO,,bluetooth handshake
2026-08-01T08:35:23.536000,8ed1f7f7,bluetooth,paired,INFO,,bluetooth paired
2026-08-01T08:35:23.748000,8ed1f7f7,bluetooth,disconnect,INFO,,bluetooth disconnect
2026-08-01T08:36:05.028000,e046adeb,navigation,gps_search,INFO,,navigation gps search
2026-08-01T08:36:05.360000,e046adeb,navigation,error,ERROR,E-NAV-118,Navigation module lost GPS fix for 15s
2026-08-01T08:37:30.143000,8559c76b,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T08:37:30.491000,8559c76b,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T08:37:31.062000,8559c76b,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T08:37:31.834000,8559c76b,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T08:38:08.367000,5c1fc4b0,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T08:38:08.666000,5c1fc4b0,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T08:38:09.183000,5c1fc4b0,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T08:38:09.797000,5c1fc4b0,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T08:38:30.460000,73af94cd,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T08:38:31.030000,73af94cd,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T08:38:31.219000,73af94cd,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T08:38:31.340000,73af94cd,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T08:39:08.909000,56ab2613,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T08:39:09.232000,56ab2613,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T08:39:09.284000,56ab2613,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T08:39:09.623000,56ab2613,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T08:40:44.266000,e59b30e6,infotainment_boot,power_on,INFO,,infotainment_boot power on
2026-08-01T08:40:44.991000,e59b30e6,infotainment_boot,kernel_init,INFO,,infotainment_boot kernel init
2026-08-01T08:40:45.542000,e59b30e6,infotainment_boot,services_started,INFO,,infotainment_boot services started
2026-08-01T08:40:45.744000,e59b30e6,infotainment_boot,ui_ready,INFO,,infotainment_boot ui ready
2026-08-01T08:41:45.134000,4ed06a28,navigation,gps_search,INFO,,navigation gps search
2026-08-01T08:41:45.749000,4ed06a28,navigation,gps_fix_acquired,INFO,,navigation gps fix acquired
2026-08-01T08:41:46.355000,4ed06a28,navigation,route_calculated,INFO,,navigation route calculated
2026-08-01T08:42:36.598000,4e571fcf,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T08:42:37.362000,4e571fcf,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T08:42:37.656000,4e571fcf,cloud_sync,sync_started,INFO,,cloud_sync sync started
2026-08-01T08:42:38.291000,4e571fcf,cloud_sync,sync_complete,INFO,,cloud_sync sync complete
2026-08-01T08:43:29.761000,ae7d52a1,wifi,connect_attempt,INFO,,wifi connect attempt
2026-08-01T08:43:29.855000,ae7d52a1,wifi,dhcp_request,INFO,,wifi dhcp request
2026-08-01T08:43:30.230000,ae7d52a1,wifi,authenticated,INFO,,wifi authenticated
2026-08-01T08:43:30.764000,ae7d52a1,wifi,disconnect,INFO,,wifi disconnect
2026-08-01T08:45:03.493000,ec7bb9c0,cloud_sync,connect_attempt,INFO,,cloud_sync connect attempt
2026-08-01T08:45:04.210000,ec7bb9c0,cloud_sync,auth_handshake,INFO,,cloud_sync auth handshake
2026-08-01T08:45:04.415000,ec7bb9c0,cloud_sync,sync_started,INFO,,cloud_sync sync started
